t,r,r_dot,r_dot_dot,psi,psi_dot
7.78200010000355296771E+01,8.02942249247247817698E+00,-3.49959152749581909247E-01,-1.35789653716432130321E-02,3.52187712719145628996E+00,1.55106993390243332078E-02
7.78350010000355446785E+01,8.01891760260619402417E+00,-3.50367017248033208495E-01,-1.36120286963729978116E-02,3.52234305760961928988E+00,1.55513644068038356692E-02
7.78500010000355596798E+01,8.00840046190315532713E+00,-3.50775876027827342797E-01,-1.36452509820154546315E-02,3.52281021109343284777E+00,1.55922373087933938655E-02
7.78650010000355746811E+01,7.99787104046322753397E+00,-3.51185733874239932109E-01,-1.36786333267994236466E-02,3.52327859390074709452E+00,1.56333195690480502438E-02
7.78800010000355896825E+01,7.98732930824222199821E+00,-3.51596595605641842061E-01,-1.37121768388636493365E-02,3.52374821233535214220E+00,1.56746127262080052571E-02
7.78950010000356046838E+01,7.97677523505089880376E+00,-3.52008466073798110559E-01,-1.37458826363670063837E-02,3.52421907274741824634E+00,1.57161183336707179604E-02
7.79100010000356196851E+01,7.96620879055396051080E+00,-3.52421350164170242049E-01,-1.37797518476001821817E-02,3.52469118153394105324E+00,1.57578379597654215368E-02
7.79250010000356346865E+01,7.95562994426903653464E+00,-3.52835252796221837392E-01,-1.38137856110988388453E-02,3.52516454513919232083E+00,1.57997731879300937893E-02
7.79400010000356496878E+01,7.94503866556565852431E+00,-3.53250178923727672686E-01,-1.38479850757582758761E-02,3.52563917005517580227E+00,1.58419256168909207508E-02
7.79550010000356646891E+01,7.93443492366422636116E+00,-3.53666133535086226158E-01,-1.38823514009496174476E-02,3.52611506282208864854E+00,1.58842968608442952620E-02
7.79700010000356796905E+01,7.92381868763496453965E+00,-3.54083121653635704036E-01,-1.39168857566375481801E-02,3.52659223002878818246E+00,1.59268885496413925080E-02
7.79850010000356946918E+01,7.91318992639686960133E+00,-3.54501148337973647932E-01,-1.39515893234996187459E-02,3.52707067831326445640E+00,1.59697023289753617452E-02
7.80000010000357096931E+01,7.90254860871664697574E+00,-3.54920218682280116994E-01,-1.39864632930471506258E-02,3.52755041436311829548E+00,1.60127398605711833743E-02
7.80150010000357246945E+01,7.89189470320763903320E+00,-3.55340337816644543853E-01,-1.40215088677477584495E-02,3.52803144491604512884E+00,1.60560028223782276258E-02
7.80300010000357396958E+01,7.88122817832874266288E+00,-3.55761510907396279109E-01,-1.40567272611495202411E-02,3.52851377676032471335E+00,1.60994929087655658015E-02
7.80450010000357546971E+01,7.87054900238331725916E+00,-3.56183743157438880377E-01,-1.40921196980068178889E-02,3.52899741673531661731E+00,1.61432118307200756694E-02
7.80600010000357696985E+01,7.85985714351808213837E+00,-3.56607039806588229161E-01,-1.41276874144078767141E-02,3.52948237173196176708E+00,1.61871613160473908459E-02
7.80750010000357846998E+01,7.84915256972200419371E+00,-3.57031406131914462747E-01,-1.41634316579040276309E-02,3.52996864869329007907E+00,1.62313431095757377385E-02
7.80900010000357997011E+01,7.83843524882517524340E+00,-3.57456847448087834337E-01,-1.41993536876407202273E-02,3.53045625461493425270E+00,1.62757589733627098748E-02
7.81050010000358147025E+01,7.82770514849767853156E+00,-3.57883369107728525302E-01,-1.42354547744903156617E-02,3.53094519654564971411E+00,1.63204106869050304988E-02
7.81200010000358297038E+01,7.81696223624844505106E+00,-3.58310976501760466371E-01,-1.42717362011866846775E-02,3.53143548158784108758E+00,1.63653000473513501528E-02
7.81350010000358447051E+01,7.80620647942409911363E+00,-3.58739675059769223581E-01,-1.43081992624616406683E-02,3.53192711689809487295E+00,1.64104288697181320793E-02
7.81500010000358597065E+01,7.79543784520779304550E+00,-3.59169470250364010374E-01,-1.43448452651832367427E-02,3.53242010968771881821E+00,1.64557989871086773763E-02
7.81650010000358747078E+01,7.78465630061803091910E+00,-3.59600367581543861270E-01,-1.43816755284959561492E-02,3.53291446722328787082E+00,1.65014122509353426858E-02
7.81800010000358897091E+01,7.77386181250748148960E+00,-3.60032372601068065255E-01,-1.44186913839628250153E-02,3.53341019682719673935E+00,1.65472705311450031063E-02
7.81950010000359047105E+01,7.76305434756177957815E+00,-3.60465490896830870340E-01,-1.44558941757094801098E-02,3.53390730587821941797E+00,1.65933757164478179602E-02
7.82100010000359197118E+01,7.75223387229831656419E+00,-3.60899728097240552187E-01,-1.44932852605702199642E-02,3.53440580181207557732E+00,1.66397297145493521145E-02
7.82250010000359347132E+01,7.74140035306501891194E+00,-3.61335089871602883627E-01,-1.45308660082360742787E-02,3.53490569212200387217E+00,1.66863344523861139631E-02
7.82400010000359497145E+01,7.73055375603911576346E+00,-3.61771581930509089219E-01,-1.45686378014049197476E-02,3.53540698435934248618E+00,1.67331918763645633293E-02
7.82550010000359647158E+01,7.71969404722589431188E+00,-3.62209210026228326028E-01,-1.46066020359336791386E-02,3.53590968613411692797E+00,1.67803039526036535525E-02
7.82700010000359797172E+01,7.70882119245744359091E+00,-3.62647979953104763920E-01,-1.46447601209926342856E-02,3.53641380511563495890E+00,1.68276726671809649744E-02
7.82850010000359947185E+01,7.69793515739138622380E+00,-3.63087897547959324179E-01,-1.46831134792218881433E-02,3.53691934903308917090E+00,1.68753000263824928407E-02
7.83000010000360097198E+01,7.68703590750959794582E+00,-3.63528968690496157907E-01,-1.47216635468900106518E-02,3.53742632567616702784E+00,1.69231880569561527330E-02
7.83150010000360247212E+01,7.67612340811691502580E+00,-3.63971199303713895508E-01,-1.47604117740549027327E-02,3.53793474289566854522E+00,1.69713388063690664737E-02
7.83300010000360397225E+01,7.66519762433982920638E+00,-3.64414595354321778445E-01,-1.47993596247269151561E-02,3.53844460860413178639E+00,1.70197543430686949165E-02
7.83450010000360547238E+01,7.65425852112516999764E+00,-3.64859162853160704545E-01,-1.48385085770342588777E-02,3.53895593077646629268E+00,1.70684367567478843505E-02
7.83600010000360697252E+01,7.64330606323877448588E+00,-3.65304907855629261095E-01,-1.48778601233907429859E-02,3.53946871745059434239E+00,1.71173881586138931580E-02
7.83750010000360847265E+01,7.63234021526414402542E+00,-3.65751836462114864208E-01,-1.49174157706658798978E-02,3.53998297672810061402E+00,1.71666106816614701479E-02
7.83900010000360997278E+01,7.62136094160108809028E+00,-3.66199954818429987375E-01,-1.49571770403573948746E-02,3.54049871677488983517E+00,1.72161064809500533755E-02
7.84050010000361147292E+01,7.61036820646435492555E+00,-3.66649269116253638561E-01,-1.49971454687661799138E-02,3.54101594582185301690E+00,1.72658777338851624444E-02
7.84200010000361297305E+01,7.59936197388224885570E+00,-3.67099785593578109344E-01,-1.50373226071737320458E-02,3.54153467216554206825E+00,1.73159266405040577730E-02
7.84350010000361447318E+01,7.58834220769523412967E+00,-3.67551510535161079276E-01,-1.50777100220221166896E-02,3.54205490416885311980E+00,1.73662554237657416329E-02
7.84500010000361597332E+01,7.57730887155452511325E+00,-3.68004450272983174683E-01,-1.51183092950964977356E-02,3.54257665026171852636E+00,1.74168663298453775987E-02
7.84650010000361747345E+01,7.56626192892066253134E+00,-3.68458611186711024172E-01,-1.51591220237102771814E-02,3.54309991894180790670E+00,1.74677616284332070596E-02
7.84800010000361897358E+01,7.55520134306207614581E+00,-3.68913999704165915185E-01,-1.52001498208928854431E-02,3.54362471877523802551E+00,1.75189436130380398414E-02
7.84950010000362047372E+01,7.54412707705363275168E+00,-3.69370622301798132343E-01,-1.52413943155802697617E-02,3.54415105839729206922E+00,1.75704146012954045254E-02
7.85100010000362197385E+01,7.53303909377517030279E+00,-3.69828485505167042384E-01,-1.52828571528081218508E-02,3.54467894651314809670E+00,1.76221769352804367540E-02
7.85250010000362347398E+01,7.52193735591001731667E+00,-3.70287595889427005439E-01,-1.53245399939078929144E-02,3.54520839189861692252E+00,1.76742329818255932221E-02
7.85400010000362497412E+01,7.51082182594349750731E+00,-3.70747960079819249455E-01,-1.53664445167056420435E-02,3.54573940340088978218E+00,1.77265851328432769399E-02
7.85550010000362647425E+01,7.49969246616141998769E+00,-3.71209584752169704901E-01,-1.54085724157237633944E-02,3.54627198993929546185E+00,1.77792358056534594179E-02
7.85700010000362797438E+01,7.48854923864855405056E+00,-3.71672476633392968908E-01,-1.54509254023856434209E-02,3.54680616050606766594E+00,1.78321874433163932431E-02
7.85850010000362947452E+01,7.47739210528708880430E+00,-3.72136642502002434809E-01,-1.54935052052232956542E-02,3.54734192416712219723E+00,1.78854425149705046094E-02
7.86000010000363097465E+01,7.46622102775507756438E+00,-3.72602089188626711019E-01,-1.55363135700880227307E-02,3.54787929006284444983E+00,1.79390035161755588044E-02
7.86150010000363247478E+01,7.45503596752486661975E+00,-3.73068823576532389253E-01,-1.55793522603641575038E-02,3.54841826740888726570E+00,1.79928729692611950022E-02
7.86300010000363397492E+01,7.44383688586150808059E+00,-3.73536852602153284268E-01,-1.56226230571859356444E-02,3.54895886549697933579E+00,1.80470534236809282369E-02
7.86450010000363547505E+01,7.43262374382115685416E+00,-3.74006183255626232582E-01,-1.56661277596575518470E-02,3.54950109369574431039E+00,1.81015474563717167511E-02
7.86600010000363697518E+01,7.42139650224945143179E+00,-3.74476822581333509206E-01,-1.57098681850764541567E-02,3.55004496145153070367E+00,1.81563576721191967914E-02
7.86750010000363847532E+01,7.41015512177987840286E+00,-3.74948777678452046462E-01,-1.57538461691599310419E-02,3.55059047828925295029E+00,1.82114867039286877713E-02
7.86900010000363997545E+01,7.39889956283212011723E+00,-3.75422055701509441015E-01,-1.57980635662750488466E-02,3.55113765381324363664E+00,1.82669372134020753596E-02
7.87050010000364147558E+01,7.38762978561038595026E+00,-3.75896663860946955591E-01,-1.58425222496719942882E-02,3.55168649770811714140E+00,1.83227118911206771753E-02
7.87200010000364297572E+01,7.37634575010172615240E+00,-3.76372609423689553714E-01,-1.58872241117208834891E-02,3.55223701973964477966E+00,1.83788134570342051711E-02
7.87350010000364447585E+01,7.36504741607432879312E+00,-3.76849899713723089211E-01,-1.59321710641520942394E-02,3.55278922975564182365E+00,1.84352446608559336639E-02
7.87500010000364597598E+01,7.35373474307579925958E+00,-3.77328542112678766044E-01,-1.59773650383001833526E-02,3.55334313768686639460E+00,1.84920082824641893741E-02
7.87650010000364747612E+01,7.34240769043142194484E+00,-3.77808544060424969800E-01,-1.60228079853514515635E-02,3.55389875354793048569E+00,1.85491071323102814849E-02
7.87800010000364897625E+01,7.33106621724240411142E+00,-3.78289913055666575132E-01,-1.60685018765952181777E-02,3.55445608743822342068E+00,1.86065440518329903812E-02
7.87950010000365047638E+01,7.31971028238410186852E+00,-3.78772656656551851722E-01,-1.61144487036788690297E-02,3.55501514954284772419E+00,1.86643219138797364920E-02
7.88100010000365197652E+01,7.30833984450422748666E+00,-3.79256782481287087574E-01,-1.61606504788667455727E-02,3.55557595013356779511E+00,1.87224436231345568123E-02
7.88250010000365347665E+01,7.29695486202103849776E+00,-3.79742298208759025300E-01,-1.62071092353029390864E-02,3.55613849956977146473E+00,1.87809121165530131926E-02
7.88400010000365497678E+01,7.28555529312150778904E+00,-3.80229211579165242695E-01,-1.62538270272780604632E-02,3.55670280829944488159E+00,1.88397303638041653722E-02
7.88550010000365647692E+01,7.27414109575947472183E+00,-3.80717530394652601660E-01,-1.63008059305000539209E-02,3.55726888686016054714E+00,1.88989013677197404014E-02
7.88700010000365797705E+01,7.26271222765377693362E+00,-3.81207262519963884867E-01,-1.63480480423691259180E-02,3.55783674588007898338E+00,1.89584281647506348025E-02
7.88850010000365947718E+01,7.25126864628636272304E+00,-3.81698415883092741121E-01,-1.63955554822568609754E-02,3.55840639607896433178E+00,1.90183138254308874406E-02
7.89000010000366097732E+01,7.23981030890038360429E+00,-3.82190998475947059094E-01,-1.64433303917895987327E-02,3.55897784826921388755E+00,1.90785614548492656955E-02
7.89150010000366247745E+01,7.22833717249826667372E+00,-3.82685018355020918049E-01,-1.64913749351361478972E-02,3.55955111335690187082E+00,1.91391741931286103061E-02
7.89300010000366397758E+01,7.21684919383976708354E+00,-3.83180483642075236082E-01,-1.65396912992999114552E-02,3.56012620234283778020E+00,1.92001552159130838728E-02
7.89450010000366547772E+01,7.20534632943999945069E+00,-3.83677402524827241745E-01,-1.65882816944155051448E-02,3.56070312632363938487E+00,1.92615077348634789937E-02
7.89600010000366697785E+01,7.19382853556744897511E+00,-3.84175783257648917140E-01,-1.66371483540499446744E-02,3.56128189649282084813E+00,1.93232349981607349386E-02
7.89750010000366847798E+01,7.18229576824196096077E+00,-3.84675634162274544890E-01,-1.66862935355084873865E-02,3.56186252414189584805E+00,1.93853402910178261680E-02
7.89900010000366997812E+01,7.17074798323270945835E+00,-3.85176963628517504912E-01,-1.67357195201452072879E-02,3.56244502066149649772E+00,1.94478269362001786739E-02
7.90050010000367147825E+01,7.15918513605614375813E+00,-3.85679780114996456413E-01,-1.67854286136783923011E-02,3.56302939754250771131E+00,1.95106982945547841901E-02
7.90200010000367297838E+01,7.14760718197391343781E+00,-3.86184092149871054122E-01,-1.68354231465108460610E-02,3.56361566637721771753E+00,1.95739577655481754379E-02
7.90350010000367447852E+01,7.13601407599077088408E+00,-3.86689908331587351510E-01,-1.68857054740551857573E-02,3.56420383886048485074E+00,1.96376087878134387295E-02
7.90500010000367597865E+01,7.12440577285245142539E+00,-3.87197237329633040740E-01,-1.69362779770642242517E-02,3.56479392679092083138E+00,1.97016548397064375841E-02
7.90650010000367747878E+01,7.11278222704353058677E+00,-3.87706087885302675241E-01,-1.69871430619665290937E-02,3.56538594207209099058E+00,1.97660994398714281855E-02
7.90800010000367897892E+01,7.10114339278525845672E+00,-3.88216468812473040277E-01,-1.70383031612072508756E-02,3.56597989671373144602E+00,1.98309461478162489125E-02
7.90950010000368047905E+01,7.08948922403337008190E+00,-3.88728388998388835505E-01,-1.70897607335943200045E-02,3.56657580283298374850E+00,1.98961985644972761154E-02
7.91100010000368197918E+01,7.07781967447587287553E+00,-3.89241857404458813140E-01,-1.71415182646501037667E-02,3.56717367265564734070E+00,1.99618603329143311010E-02
7.91250010000368347932E+01,7.06613469753080950930E+00,-3.89756883067062561197E-01,-1.71935782669686286364E-02,3.56777351851744974759E+00,2.00279351387157414121E-02
7.91400010000368497945E+01,7.05443424634399652217E+00,-3.90273475098368073541E-01,-1.72459432805784670793E-02,3.56837535286533540351E+00,2.00944267108137541531E-02
7.91550010000368647958E+01,7.04271827378673819040E+00,-3.90791642687160307437E-01,-1.72986158733113932105E-02,3.56897918825877285285E+00,2.01613388220105074360E-02
7.91700010000368797972E+01,7.03098673245351568194E+00,-3.91311395099680885877E-01,-1.73515986411769115779E-02,3.56958503737108096389E+00,2.02286752896347678598E-02
7.91850010000368947985E+01,7.01923957465965040695E+00,-3.91832741680479111694E-01,-1.74048942087427706761E-02,3.57019291299077442202E+00,2.02964399761896530113E-02
7.92000010000369097998E+01,7.00747675243894196625E+00,-3.92355691853274507117E-01,-1.74585052295215681536E-02,3.57080282802292879639E+00,2.03646367900115543618E-02
7.92150010000369248012E+01,6.99569821754127997094E+00,-3.92880255121831033389E-01,-1.75124343863635621492E-02,3.57141479549056561839E+00,2.04332696859404872782E-02
7.92300010000369398025E+01,6.98390392143022940711E+00,-3.93406441070843194919E-01,-1.75666843918558036805E-02,3.57202882853605764861E+00,2.05023426660020976845E-02
7.92450010000369548038E+01,6.97209381528058931825E+00,-3.93934259366834194798E-01,-1.76212579887277069766E-02,3.57264494042255487441E+00,2.05718597801015596107E-02
7.92600010000369698052E+01,6.96026784997592420142E+00,-3.94463719759066392165E-01,-1.76761579502631787691E-02,3.57326314453543136427E+00,2.06418251267296053252E-02
7.92750010000369848065E+01,6.94842597610606821628E+00,-3.94994832080464186537E-01,-1.77313870807194268488E-02,3.57388345438375366067E+00,2.07122428536809311737E-02
7.92900010000369998078E+01,6.93656814396460121713E+00,-3.95527606248549587080E-01,-1.77869482157525758065E-02,3.57450588360177079115E+00,2.07831171587852342844E-02
7.93050010000370148092E+01,6.92469430354629658913E+00,-3.96062052266390659231E-01,-1.78428442228502159665E-02,3.57513044595042648460E+00,2.08544522906511353316E-02
7.93200010000370298105E+01,6.91280440454454060944E+00,-3.96598180223563035298E-01,-1.78990780017710154191E-02,3.57575715531889377864E+00,2.09262525494232500386E-02
7.93350010000370448118E+01,6.90089839634872244823E+00,-3.97136000297124732529E-01,-1.79556524849915306996E-02,3.57638602572613275438E+00,2.09985222875526817679E-02
7.93500010000370598132E+01,6.88897622804159505665E+00,-3.97675522752604482897E-01,-1.80125706381603490125E-02,3.57701707132247130453E+00,2.10712659105812070496E-02
7.93650010000370748145E+01,6.87703784839660597818E+00,-3.98216757945003806466E-01,-1.80698354605597036980E-02,3.57765030639120988230E+00,2.11444878779394395593E-02
7.93800010000370898158E+01,6.86508320587519803345E+00,-3.98759716319813024268E-01,-1.81274499855747030460E-02,3.57828574535025037092E+00,2.12181927037592590841E-02
7.93950010000371048172E+01,6.85311224862407909753E+00,-3.99304408414041499140E-01,-1.81854172811703192210E-02,3.57892340275374933197E+00,2.12923849577008032858E-02
7.94100010000371198185E+01,6.84112492447246109276E+00,-3.99850844857262265595E-01,-1.82437404503762827473E-02,3.57956329329379658666E+00,2.13670692657943214028E-02
7.94250010000371348198E+01,6.82912118092926702069E+00,-4.00399036372671361460E-01,-1.83024226317800374323E-02,3.58020543180211903937E+00,2.14422503112972041118E-02
7.94400010000371498212E+01,6.81710096518030639031E+00,-4.00948993778162047688E-01,-1.83614670000279064633E-02,3.58084983325181064207E+00,2.15179328355665016608E-02
7.94550010000371648225E+01,6.80506422408541779929E+00,-4.01500727987414197787E-01,-1.84208767663346314663E-02,3.58149651275908852631E+00,2.15941216389472597787E-02
7.94700010000371798238E+01,6.79301090417557896974E+00,-4.02054250010999102952E-01,-1.84806551790014421921E-02,3.58214548558507631841E+00,2.16708215816770008759E-02
7.94850010000371948252E+01,6.78094095164998319830E+00,-4.02609570957499939090E-01,-1.85408055239428245785E-02,3.58279676713761457410E+00,2.17480375848066944210E-02
7.95000010000372098265E+01,6.76885431237308194188E+00,-4.03166702034648183090E-01,-1.86013311252221547160E-02,3.58345037297309931975E+00,2.18257746311385636734E-02
7.95150010000372248278E+01,6.75675093187159313355E+00,-4.03725654550476225870E-01,-1.86622353455963705756E-02,3.58410631879834870681E+00,2.19040377661810850715E-02
7.95300010000372398292E+01,6.74463075533147471147E+00,-4.04286439914486456823E-01,-1.87235215870698575783E-02,3.58476462047249888263E+00,2.19828320991215458118E-02
7.95450010000372548305E+01,6.73249372759486269758E+00,-4.04849069638837127477E-01,-1.87851932914577287510E-02,3.58542529400892911995E+00,2.20621628038165349256E-02
7.95600010000372698318E+01,6.72033979315697361677E+00,-4.05413555339545223692E-01,-1.88472539409586817737E-02,3.58608835557721702318E+00,2.21420351198007491992E-02
7.95750010000372848332E+01,6.70816889616297040624E+00,-4.05979908737706695709E-01,-1.89097070587376225147E-02,3.58675382150512411881E+00,2.22224543533145087826E-02
7.95900010000372998345E+01,6.69598098040479159255E+00,-4.06548141660734311533E-01,-1.89725562095182456542E-02,3.58742170828061280935E+00,2.23034258783503826105E-02
7.96050010000373148358E+01,6.68377598931794280040E+00,-4.07118266043613431630E-01,-1.90358050001857707351E-02,3.58809203255389479398E+00,2.23849551377193384547E-02
7.96200010000373298372E+01,6.67155386597825080224E+00,-4.07690293930176025141E-01,-1.90994570804000305705E-02,3.58876481113951190257E+00,2.24670476441368346317E-02
7.96350010000373448385E+01,6.65931455309857855225E+00,-4.08264237474393237496E-01,-1.91635161432191223511E-02,3.58944006101844979330E+00,2.25497089813292926557E-02
7.96500010000373598398E+01,6.64705799302550146826E+00,-4.08840108941686816913E-01,-1.92279859257338270390E-02,3.59011779934028506765E+00,2.26329448051613884952E-02
7.96650010000373748412E+01,6.63478412773594415164E+00,-4.09417920710259767653E-01,-1.92928702097130127995E-02,3.59079804342536665069E+00,2.27167608447846181652E-02
7.96800010000373898425E+01,6.62249289883377645089E+00,-4.09997685272446497115E-01,-1.93581728222602445032E-02,3.59148081076703188145E+00,2.28011629038076066164E-02
7.96950010000374048438E+01,6.61018424754636910482E+00,-4.10579415236082852870E-01,-1.94238976364818193382E-02,3.59216611903385807034E+00,2.28861568614886313115E-02
7.97100010000374198452E+01,6.59785811472110812368E+00,-4.11163123325896372965E-01,-1.94900485721664590708E-02,3.59285398607195011200E+00,2.29717486739508509944E-02
7.97250010000374348465E+01,6.58551444082186669725E+00,-4.11748822384917095998E-01,-1.95566295964768967940E-02,3.59354442990726501172E+00,2.30579443754207449883E-02
7.97400010000374498478E+01,6.57315316592543477008E+00,-4.12336525375909312703E-01,-1.96236447246535940685E-02,3.59423746874797379880E+00,2.31447500794902714980E-02
7.97550010000374648492E+01,6.56077422971790527638E+00,-4.12926245382824601721E-01,-1.96910980207308357458E-02,3.59493312098686175504E+00,2.32321719804032742111E-02
7.97700010000374798505E+01,6.54837757149101642225E+00,-4.13517995612276546732E-01,-1.97589935982654534244E-02,3.59563140520376760094E+00,2.33202163543666769641E-02
7.97850010000374948518E+01,6.53596313013844949129E+00,-4.14111789395037509671E-01,-1.98273356210784335015E-02,3.59633234016806230845E+00,2.34088895608870192137E-02
7.98000010000375098532E+01,6.52353084415208127897E+00,-4.14707640187557824841E-01,-1.98961283040096737620E-02,3.59703594484116854308E+00,2.34981980441329016964E-02
7.98150010000375248545E+01,6.51108065161819072079E+00,-4.15305561573507877042E-01,-1.99653759136861558228E-02,3.59774223837912119207E+00,2.35881483343239227499E-02
7.98300010000375398558E+01,6.49861249021361891574E+00,-4.15905567265343387851E-01,-2.00350827693038090024E-02,3.59845124013517013656E+00,2.36787470491467031437E-02
7.98450010000375548572E+01,6.48612629720188168690E+00,-4.16507671105894402566E-01,-2.01052532434233476746E-02,3.59916296966242586276E+00,2.37700008951986130084E-02
7.98600010000375698585E+01,6.47362200942923433520E+00,-4.17111887069978335980E-01,-2.01758917627803678724E-02,3.59987744671654869596E+00,2.38619166694598263013E-02
7.98750010000375848598E+01,6.46109956332068733394E+00,-4.17718229266037557521E-01,-2.02470028091100005659E-02,3.60059469125848285640E+00,2.39545012607943510099E-02
7.98900010000375998612E+01,6.44855889487597301862E+00,-4.18326711937801929683E-01,-2.03185909199864184504E-02,3.60131472345723571411E+00,2.40477616514806903281E-02
7.99050010000376148625E+01,6.43599993966546141773E+00,-4.18937349465976766071E-01,-2.03906606896775109152E-02,3.60203756369270373374E+00,2.41417049187728210838E-02
7.99200010000376298638E+01,6.42342263282602539019E+00,-4.19550156369956644140E-01,-2.04632167700150374952E-02,3.60276323255854535291E+00,2.42363382364921784313E-02
7.99350010000376448652E+01,6.41082690905685404674E+00,-4.20165147309565582259E-01,-2.05362638712805842249E-02,3.60349175086510242240E+00,2.43316688766513626217E-02
7.99500010000376598665E+01,6.39821270261521331821E+00,-4.20782337086824013869E-01,-2.06098067631076555132E-02,3.60422313964237063088E+00,2.44277042111103031057E-02
7.99650010000376748678E+01,6.38557994731215323655E+00,-4.21401740647743094860E-01,-2.06838502754002377927E-02,3.60495742014302018191E+00,2.45244517132656292433E-02
7.99800010000376898692E+01,6.37292857650816104310E+00,-4.22023373084146797912E-01,-2.07583992992681818390E-02,3.60569461384546771968E+00,2.46219189597740198260E-02
7.99950010000377048705E+01,6.36025852310875900505E+00,-4.22647249635522326332E-01,-2.08334587879797600207E-02,3.60643474245700034896E+00,2.47201136323103258265E-02
8.00100010000377198718E+01,6.34756971956004641859E+00,-4.23273385690899386349E-01,-2.09090337579317597192E-02,3.60717782791695298471E+00,2.48190435193612771002E-02
8.00250010000377348732E+01,6.33486209784418488698E+00,-4.23901796790758811329E-01,-2.09851292896374849144E-02,3.60792389239994016042E+00,2.49187165180556081951E-02
8.00400010000377498745E+01,6.32213558947482559460E+00,-4.24532498628971101818E-01,-2.10617505287330489681E-02,3.60867295831914310479E+00,2.50191406360314635519E-02
8.00550010000377648758E+01,6.30939012549247835084E+00,-4.25165507054765439034E-01,-2.11389026870023444435E-02,3.60942504832965353561E+00,2.51203239933419569415E-02
8.00700010000377798772E+01,6.29662563645982082360E+00,-4.25800838074729731480E-01,-2.12165910434210930002E-02,3.61018018533187519045E+00,2.52222748243997940955E-02
8.00850010000377948785E+01,6.28384205245694733855E+00,-4.26438507854842270740E-01,-2.12948209452203824516E-02,3.61093839247498434356E+00,2.53250014799618842280E-02
8.01000010000378098798E+01,6.27103930307655634251E+00,-4.27078532722535598488E-01,-2.13735978089701091992E-02,3.61169969316045025667E+00,2.54285124291548932713E-02
8.01150010000378248812E+01,6.25821731741907540548E+00,-4.27720929168793166761E-01,-2.14529271216827559503E-02,3.61246411104561734959E+00,2.55328162615427190951E-02
8.01300010000378398825E+01,6.24537602408772295117E+00,-4.28365713850279437793E-01,-2.15328144419379427755E-02,3.61323167004734972243E+00,2.56379216892368930501E-02
8.01450010000378548838E+01,6.23251535118350516104E+00,-4.29012903591504031838E-01,-2.16132654010282048617E-02,3.61400239434573986052E+00,2.57438375490509454055E-02
8.01600010000378698852E+01,6.21963522630014793192E+00,-4.29662515387020560708E-01,-2.16942857041264523156E-02,3.61477630838788254863E+00,2.58505728046997888211E-02
8.01750010000378848865E+01,6.20673557651896224416E+00,-4.30314566403660838035E-01,-2.17758811314755878398E-02,3.61555343689171550985E+00,2.59581365490452152573E-02
8.01900010000378998878E+01,6.19381632840364144445E+00,-4.30969073982805105165E-01,-2.18580575396007688638E-02,3.61633380484992804946E+00,2.60665380063886307351E-02
8.02050010000379148892E+01,6.18087740799499081763E+00,-4.31626055642688955313E-01,-2.19408208625448006101E-02,3.61711743753393925285E+00,2.61757865348121673453E-02
8.02200010000379298905E+01,6.16791874080558638312E+00,-4.32285529080747708288E-01,-2.20241771131271803966E-02,3.61790436049794712791E+00,2.62858916285693726024E-02
8.02350010000379448918E+01,6.15494025181436357676E+00,-4.32947512175998885453E-01,-2.21081323842273022927E-02,3.61869459958305021642E+00,2.63968629205266776499E-02
8.02500010000379598932E+01,6.14194186546113340269E+00,-4.33612022991463565846E-01,-2.21926928500923636371E-02,3.61948818092144331861E+00,2.65087101846569055778E-02
8.02650010000379748945E+01,6.12892350564102554589E+00,-4.34279079776627352039E-01,-2.22778647676705157856E-02,3.62028513094068867353E+00,2.66214433385860998297E-02
8.02800010000379898958E+01,6.11588509569885707684E+00,-4.34948700969941717007E-01,-2.23636544779698205054E-02,3.62108547636806451793E+00,2.67350724461949959167E-02
8.02950010000380048972E+01,6.10282655842342534490E+00,-4.35620905201366517855E-01,-2.24500684074435874988E-02,3.62188924423499235511E+00,2.68496077202764970541E-02
8.03100010000380198985E+01,6.08974781604172415344E+00,-4.36295711294954463724E-01,-2.25371130694026795629E-02,3.62269646188154502485E+00,2.69650595252505483048E-02
8.03250010000380348998E+01,6.07664879021308168301E+00,-4.36973138271478369775E-01,-2.26247950654553905036E-02,3.62350715696103678411E+00,2.70814383799378487298E-02
8.03400010000380499012E+01,6.06352940202321884873E+00,-4.37653205351102037832E-01,-2.27131210869755147543E-02,3.62432135744469789999E+00,2.71987549603938798332E-02
8.03550010000380649025E+01,6.05038957197822700870E+00,-4.38335931956095588296E-01,-2.28020979165992413116E-02,3.62513909162643476283E+00,2.73170201028047686535E-02
8.03700010000380799038E+01,6.03722921999846347295E+00,-4.39021337713596166308E-01,-2.28917324297515237148E-02,3.62596038812767822233E+00,2.74362448064465512692E-02
8.03850010000380949052E+01,6.02404826541236350758E+00,-4.39709442458414856929E-01,-2.29820315962025925402E-02,3.62678527590232130948E+00,2.75564402367094451442E-02
8.04000010000381099065E+01,6.01084662695016740553E+00,-4.40400266235890798950E-01,-2.30730024816552943445E-02,3.62761378424174904338E+00,2.76776177281887860511E-02
8.04150010000381249078E+01,5.99762422273756132642E+00,-4.41093829304793344281E-01,-2.31646522493639574965E-02,3.62844594277996163978E+00,2.77997887878443318366E-02
