t,r,r_dot,r_dot_dot,psi,psi_dot
3.78600009999955661281E+01,1.73584415247963237423E+01,2.82335533757982879265E-02,-3.12758941724804733206E-03,3.11164087023534901362E+00,3.31878056716897783018E-03
3.78750009999955811295E+01,1.73592871240736148289E+01,2.81397301263999109243E-02,-3.12729403696784761313E-03,3.11174042879993828200E+00,3.31845724858131090935E-03
3.78900009999955961308E+01,1.73601299087861869058E+01,2.80459157230377311211E-02,-3.12699968144951387930E-03,3.11183997768181836341E+00,3.31813505316386510314E-03
3.79050009999956111321E+01,1.73609698791989601387E+01,2.79521101349766414271E-02,-3.12670635017675880454E-03,3.11193951691467565637E+00,3.31781398033612721188E-03
3.79200009999956261335E+01,1.73618070355759325681E+01,2.78583133314969947539E-02,-3.12641404263521550460E-03,3.11203904653217916358E+00,3.31749402951974912517E-03
3.79350009999956411348E+01,1.73626413781801811776E+01,2.77645252818945456267E-02,-3.12612275831243511943E-03,3.11213856656798056456E+00,3.31717520013854504679E-03
3.79500009999956561361E+01,1.73634729072738617176E+01,2.76707459554803939768E-02,-3.12583249669788483952E-03,3.11223807705571433539E+00,3.31685749161848920515E-03
3.79650009999956711375E+01,1.73643016231182100006E+01,2.75769753215809265037E-02,-3.12554325728294542116E-03,3.11233757802899770723E+00,3.31654090338771301027E-03
3.79800009999956861388E+01,1.73651275259735414034E+01,2.74832133495377602957E-02,-3.12525503956090934182E-03,3.11243706952143083249E+00,3.31622543487650290565E-03
3.79950009999957011401E+01,1.73659506160992519758E+01,2.73894600087076845667E-02,-3.12496784302697839989E-03,3.11253655156659674638E+00,3.31591108551729761630E-03
3.80100009999957161415E+01,1.73667708937538187077E+01,2.72957152684626040471E-02,-3.12468166717826162011E-03,3.11263602419806153067E+00,3.31559785474468572875E-03
3.80250009999957311428E+01,1.73675883591947998151E+01,2.72019790981894814614E-02,-3.12439651151377315258E-03,3.11273548744937430741E+00,3.31528574199540327130E-03
3.80400009999957461441E+01,1.73684030126788355505E+01,2.71082514672902807724E-02,-3.12411237553443000796E-03,3.11283494135406741061E+00,3.31497474670833110513E-03
3.80550009999957611455E+01,1.73692148544616484420E+01,2.70145323451819101044E-02,-3.12382925874304999180E-03,3.11293438594565627592E+00,3.31466486832449254417E-03
3.80700009999957761468E+01,1.73700238847980435557E+01,2.69208217012961642435E-02,-3.12354716064434964177E-03,3.11303382125763965834E+00,3.31435610628705097155E-03
3.80850009999957911482E+01,1.73708301039419092081E+01,2.68271195050796678218E-02,-3.12326608074494201799E-03,3.11313324732349962437E+00,3.31404846004130729995E-03
3.81000009999958061495E+01,1.73716335121462174835E+01,2.67334257259938192420E-02,-3.12298601855333456657E-03,3.11323266417670162210E+00,3.31374192903469751016E-03
3.81150009999958211508E+01,1.73724341096630244749E+01,2.66397403335147329256E-02,-3.12270697357992708869E-03,3.11333207185069458264E+00,3.31343651271679030751E-03
3.81300009999958361522E+01,1.73732318967434709329E+01,2.65460632971331828607E-02,-3.12242894533700957764E-03,3.11343147037891089784E+00,3.31313221053928463250E-03
3.81450009999958511535E+01,1.73740268736377817278E+01,2.64523945863545462851E-02,-3.12215193333876047355E-03,3.11353085979476662082E+00,3.31282902195600763187E-03
3.81600009999958661548E+01,1.73748190405952680181E+01,2.63587341706987463777E-02,-3.12187593710124398824E-03,3.11363024013166139834E+00,3.31252694642291160744E-03
3.81750009999958811562E+01,1.73756083978643265323E+01,2.62650820197001968197E-02,-3.12160095614240843949E-03,3.11372961142297860287E+00,3.31222598339807207700E-03
3.81900009999958961575E+01,1.73763949456924401988E+01,2.61714381029077439124E-02,-3.12132698998208412444E-03,3.11382897370208538155E+00,3.31192613234168532791E-03
3.82050009999959111588E+01,1.73771786843261785514E+01,2.60778023898846112062E-02,-3.12105403814198128409E-03,3.11392832700233268420E+00,3.31162739271606606630E-03
3.82200009999959261602E+01,1.73779596140111983471E+01,2.59841748502083427446E-02,-3.12078210014568799441E-03,3.11402767135705545501E+00,3.31132976398564499759E-03
3.82350009999959411615E+01,1.73787377349922438057E+01,2.58905554534707464938E-02,-3.12051117551866820380E-03,3.11412700679957251131E+00,3.31103324561696655494E-03
3.82500009999959561628E+01,1.73795130475131472704E+01,2.57969441692778389001E-02,-3.12024126378825962694E-03,3.11422633336318674564E+00,3.31073783707868648369E-03
3.82650009999959711642E+01,1.73802855518168293224E+01,2.57033409672497878041E-02,-3.11997236448367183997E-03,3.11432565108118511650E+00,3.31044353784156963553E-03
3.82800009999959861655E+01,1.73810552481452993412E+01,2.56097458170208569438E-02,-3.11970447713598422883E-03,3.11442495998683874887E+00,3.31015034737848760798E-03
3.82950009999960011668E+01,1.73818221367396561865E+01,2.55161586882393492960E-02,-3.11943760127814390002E-03,3.11452426011340296618E+00,3.30985826516441634542E-03
3.83100009999960161682E+01,1.73825862178400880054E+01,2.54225795505675517502E-02,-3.11917173644496390585E-03,3.11462355149411740710E+00,3.30956729067643407928E-03
3.83250009999960311695E+01,1.73833474916858732508E+01,2.53290083736816790350E-02,-3.11890688217312105849E-03,3.11472283416220602908E+00,3.30927742339371882192E-03
3.83400009999960461708E+01,1.73841059585153808846E+01,2.52354451272718171054E-02,-3.11864303800115403110E-03,3.11482210815087721132E+00,3.30898866279754617533E-03
3.83550009999960611722E+01,1.73848616185660706339E+01,2.51418897810418681573E-02,-3.11838020346946144841E-03,3.11492137349332379051E+00,3.30870100837128713034E-03
3.83700009999960761735E+01,1.73856144720744938050E+01,2.50483423047094947248E-02,-3.11811837812029979988E-03,3.11502063022272313053E+00,3.30841445960040566443E-03
3.83850009999960911748E+01,1.73863645192762931429E+01,2.49548026680060634627E-02,-3.11785756149778167993E-03,3.11511987837223722924E+00,3.30812901597245670883E-03
3.84000009999961061762E+01,1.73871117604062036897E+01,2.48612708406765899977E-02,-3.11759775314787369710E-03,3.11521911797501269126E+00,3.30784467697708374808E-03
3.84150009999961211775E+01,1.73878561956980530207E+01,2.47677467924796829142E-02,-3.11733895261839460671E-03,3.11531834906418086777E+00,3.30756144210601666173E-03
3.84300009999961361788E+01,1.73885978253847616106E+01,2.46742304931874889396E-02,-3.11708115945901340149E-03,3.11541757167285791571E+00,3.30727931085306953014E-03
3.84450009999961511802E+01,1.73893366496983435478E+01,2.45807219125856367366E-02,-3.11682437322124729770E-03,3.11551678583414477590E+00,3.30699828271413831213E-03
3.84600009999961661815E+01,1.73900726688699064013E+01,2.44872210204731819056E-02,-3.11656859345846001127E-03,3.11561599158112736757E+00,3.30671835718719885845E-03
3.84750009999961811828E+01,1.73908058831296520198E+01,2.43937277866625511565E-02,-3.11631381972585973057E-03,3.11571518894687651043E+00,3.30643953377230457653E-03
3.84900009999961961842E+01,1.73915362927068769105E+01,2.43002421809794874111E-02,-3.11606005158049723460E-03,3.11581437796444812860E+00,3.30616181197158426607E-03
3.85050009999962111855E+01,1.73922638978299722926E+01,2.42067641732629948083E-02,-3.11580728858126413508E-03,3.11591355866688316727E+00,3.30588519128924008600E-03
3.85200009999962261868E+01,1.73929886987264249940E+01,2.41132937333652829900E-02,-3.11555553028889083329E-03,3.11601273108720779026E+00,3.30560967123154521133E-03
3.85350009999962411882E+01,1.73937106956228176146E+01,2.40198308311517116201E-02,-3.11530477626594473786E-03,3.11611189525843335123E+00,3.30533525130684177617E-03
3.85500009999962561895E+01,1.73944298887448288438E+01,2.39263754365007364713E-02,-3.11505502607682843963E-03,3.11621105121355651676E+00,3.30506193102553876921E-03
3.85650009999962711908E+01,1.73951462783172338157E+01,2.38329275193038533832E-02,-3.11480627928777787828E-03,3.11631019898555923606E+00,3.30478970990010992110E-03
3.85800009999962861922E+01,1.73958598645639048400E+01,2.37394870494655437409E-02,-3.11455853546686038817E-03,3.11640933860740889836E+00,3.30451858744509146121E-03
3.85950009999963011935E+01,1.73965706477078112420E+01,2.36460539969032194971E-02,-3.11431179418397306002E-03,3.11650847011205836589E+00,3.30424856317708021823E-03
3.86100009999963161948E+01,1.73972786279710204052E+01,2.35526283315471682152E-02,-3.11406605501084069339E-03,3.11660759353244603545E+00,3.30397963661473127677E-03
3.86250009999963311962E+01,1.73979838055746978201E+01,2.34592100233404983409E-02,-3.11382131752101410094E-03,3.11670670890149588894E+00,3.30371180727875601658E-03
3.86400009999963461975E+01,1.73986861807391068116E+01,2.33657990422390842462E-02,-3.11357758128986853502E-03,3.11680581625211751504E+00,3.30344507469192028627E-03
3.86550009999963611988E+01,1.73993857536836101906E+01,2.32723953582115121622E-02,-3.11333484589460144818E-03,3.11690491561720630547E+00,3.30317943837904185185E-03
3.86700009999963762002E+01,1.74000825246266699886E+01,2.31789989412390246455E-02,-3.11309311091423093289E-03,3.11700400702964335931E+00,3.30291489786698858389E-03
3.86850009999963912015E+01,1.74007764937858477265E+01,2.30856097613154666817E-02,-3.11285237592959397943E-03,3.11710309052229563921E+00,3.30265145268467645173E-03
3.87000009999964062028E+01,1.74014676613778049609E+01,2.29922277884472305315E-02,-3.11261264052334464648E-03,3.11720216612801596652E+00,3.30238910236306741798E-03
3.87150009999964212042E+01,1.74021560276183037269E+01,2.28988529926532020121E-02,-3.11237390427995227646E-03,3.11730123387964317382E+00,3.30212784643516738423E-03
3.87300009999964362055E+01,1.74028415927222064891E+01,2.28054853439647056534E-02,-3.11213616678569988634E-03,3.11740029381000209466E+00,3.30186768443602433098E-03
3.87450009999964512068E+01,1.74035243569034770890E+01,2.27121248124254500001E-02,-3.11189942762868222121E-03,3.11749934595190362585E+00,3.30160861590272608764E-03
3.87600009999964662082E+01,1.74042043203751809304E+01,2.26187713680914737333E-02,-3.11166368639880408216E-03,3.11759839033814482910E+00,3.30135064037439840101E-03
3.87750009999964812095E+01,1.74048814833494851512E+01,2.25254249810310913914E-02,-3.11142894268777866301E-03,3.11769742700150896990E+00,3.30109375739220301833E-03
3.87900009999964962108E+01,1.74055558460376592275E+01,2.24320856213248387685E-02,-3.11119519608912574859E-03,3.11779645597476558162E+00,3.30083796649933561388E-03
3.88050009999965112122E+01,1.74062274086500750267E+01,2.23387532590654191799E-02,-3.11096244619817010671E-03,3.11789547729067050637E+00,3.30058326724102393420E-03
3.88200009999965262135E+01,1.74068961713962076440E+01,2.22454278643576490053E-02,-3.11073069261203961723E-03,3.11799449098196602048E+00,3.30032965916452565493E-03
3.88350009999965412148E+01,1.74075621344846351614E+01,2.21521094073184039562E-02,-3.11049993492966378957E-03,3.11809349708138076407E+00,3.30007714181912665282E-03
3.88500009999965562162E+01,1.74082252981230399397E+01,2.20587978580765648740E-02,-3.11027017275177174294E-03,3.11819249562162995504E+00,3.29982571475613870900E-03
3.88650009999965712175E+01,1.74088856625182075086E+01,2.19654931867729636202E-02,-3.11004140568089103957E-03,3.11829148663541535764E+00,3.29957537752889812877E-03
3.88800009999965862188E+01,1.74095432278760284695E+01,2.18721953635603291013E-02,-3.10981363332134547119E-03,3.11839047015542538180E+00,3.29932612969276322737E-03
3.88950009999966012202E+01,1.74101979944014980933E+01,2.17789043586032338642E-02,-3.10958685527925365974E-03,3.11848944621433510848E+00,3.29907797080511270135E-03
3.89100009999966162215E+01,1.74108499622987166217E+01,2.16856201420780399240E-02,-3.10936107116252741623E-03,3.11858841484480635406E+00,3.29883090042534373821E-03
3.89250009999966312228E+01,1.74114991317708897624E+01,2.15923426841728448004E-02,-3.10913628058087004012E-03,3.11868737607948782325E+00,3.29858491811487006484E-03
3.89400009999966462242E+01,1.74121455030203292173E+01,2.14990719550874285490E-02,-3.10891248314577461996E-03,3.11878632995101501041E+00,3.29834002343711998748E-03
3.89550009999966612255E+01,1.74127890762484526851E+01,2.14058079250331994730E-02,-3.10868967847052251805E-03,3.11888527649201037386E+00,3.29809621595753464406E-03
3.89700009999966762268E+01,1.74134298516557847001E+01,2.13125505642331403711E-02,-3.10846786617018157323E-03,3.11898421573508337150E+00,3.29785349524356594533E-03
3.89850009999966912282E+01,1.74140678294419558661E+01,2.12192998429217552416E-02,-3.10824704586160486953E-03,3.11908314771283051389E+00,3.29761186086467513399E-03
3.90000009999967062295E+01,1.74147030098057049100E+01,2.11260557313450161094E-02,-3.10802721716342853472E-03,3.11918207245783541803E+00,3.29737131239233028281E-03
3.90150009999967212308E+01,1.74153353929448774431E+01,2.10328181997603089294E-02,-3.10780837969607068554E-03,3.11928099000266886116E+00,3.29713184940000505032E-03
3.90300009999967362322E+01,1.74159649790564272955E+01,2.09395872184363803518E-02,-3.10759053308172949055E-03,3.11937990037988889329E+00,3.29689347146317646816E-03
3.90450009999967512335E+01,1.74165917683364167047E+01,2.08463627576532844189E-02,-3.10737367694438163422E-03,3.11947880362204081617E+00,3.29665617815932317183E-03
3.90600009999967662348E+01,1.74172157609800160941E+01,2.07531447877023295623E-02,-3.10715781090978093397E-03,3.11957769976165731683E+00,3.29641996906792379791E-03
3.90750009999967812362E+01,1.74178369571815049935E+01,2.06599332788860243153E-02,-3.10694293460545656772E-03,3.11967658883125849105E+00,3.29618484377045495156E-03
3.90900009999967962375E+01,1.74184553571342718905E+01,2.05667282015180252590E-02,-3.10672904766071167525E-03,3.11977547086335193376E+00,3.29595080185038959172E-03
3.91050009999968112388E+01,1.74190709610308155589E+01,2.04735295259230832581E-02,-3.10651614970662146677E-03,3.11987434589043267376E+00,3.29571784289319486518E-03
3.91200009999968262402E+01,1.74196837690627439488E+01,2.03803372224369899924E-02,-3.10630424037603216350E-03,3.11997321394498343546E+00,3.29548596648633086996E-03
3.91350009999968412415E+01,1.74202937814207754943E+01,2.02871512614065254527E-02,-3.10609331930355913164E-03,3.12007207505947456363E+00,3.29525517221924851439E-03
3.91500009999968562428E+01,1.74209009982947391672E+01,2.01939716131894047492E-02,-3.10588338612558543714E-03,3.12017092926636414440E+00,3.29502545968338785719E-03
3.91650009999968712442E+01,1.74215054198735751021E+01,2.01007982481542249596E-02,-3.10567444048026022423E-03,3.12026977659809798987E+00,3.29479682847217624077E-03
3.91800009999968862455E+01,1.74221070463453342175E+01,2.00076311366804120478E-02,-3.10546648200749744196E-03,3.12036861708710975822E+00,3.29456927818102681300E-03
3.91950009999969012468E+01,1.74227058778971793732E+01,1.99144702491581681560E-02,-3.10525951034897404571E-03,3.12046745076582103464E+00,3.29434280840733647541E-03
3.92100009999969162482E+01,1.74233019147153849263E+01,1.98213155559884189229E-02,-3.10505352514812876346E-03,3.12056627766664130175E+00,3.29411741875048444587E-03
3.92250009999969312495E+01,1.74238951569853378898E+01,1.97281670275827603220E-02,-3.10484852605016031538E-03,3.12066509782196810233E+00,3.29389310881183022392E-03
3.92400009999969462508E+01,1.74244856048915372250E+01,1.96350246343634055155E-02,-3.10464451270202628024E-03,3.12076391126418701280E+00,3.29366987819471226819E-03
3.92550009999969612522E+01,1.74250732586175952794E+01,1.95418883467631333261E-02,-3.10444148475244123198E-03,3.12086271802567174734E+00,3.29344772650444587415E-03
3.92700009999969762535E+01,1.74256581183462368658E+01,1.94487581352252340841E-02,-3.10423944185187569994E-03,3.12096151813878421900E+00,3.29322665334832194845E-03
3.92850009999969912548E+01,1.74262401842593009516E+01,1.93556339702034583956E-02,-3.10403838365255422875E-03,3.12106031163587460935E+00,3.29300665833560480766E-03
3.93000009999970062562E+01,1.74268194565377399323E+01,1.92625158221619632272E-02,-3.10383830980845428523E-03,3.12115909854928137127E+00,3.29278774107753089720E-03
3.93150009999970212575E+01,1.74273959353616203338E+01,1.91694036615752603235E-02,-3.10363921997530467656E-03,3.12125787891133131872E+00,3.29256990118730697650E-03
3.93300009999970362588E+01,1.74279696209101230310E+01,1.90762974589281631912E-02,-3.10344111381058414187E-03,3.12135665275433973279E+00,3.29235313828010850059E-03
3.93450009999970512602E+01,1.74285405133615434875E+01,1.89831971847157347810E-02,-3.10324399097351994616E-03,3.12145542011061035738E+00,3.29213745197307799587E-03
3.93600009999970662615E+01,1.74291086128932925271E+01,1.88901028094432349856E-02,-3.10304785112508629532E-03,3.12155418101243544685E+00,3.29192284188532324749E-03
3.93750009999970812628E+01,1.74296739196818960532E+01,1.87970143036260681098E-02,-3.10285269392800312314E-03,3.12165293549209593433E+00,3.29170930763791588862E-03
3.93900009999970962642E+01,1.74302364339029956294E+01,1.87039316377897309593E-02,-3.10265851904673458594E-03,3.12175168358186134587E+00,3.29149684885388967774E-03
3.94050009999971112655E+01,1.74307961557313484142E+01,1.86108547824697603009E-02,-3.10246532614748778883E-03,3.12185042531398998077E+00,3.29128546515823902278E-03
3.94200009999971262668E+01,1.74313530853408282777E+01,1.85177837082116804009E-02,-3.10227311489821111306E-03,3.12194916072072884967E+00,3.29107515617791707012E-03
3.94350009999971412682E+01,1.74319072229044255192E+01,1.84247183855709509320E-02,-3.10208188496859302802E-03,3.12204788983431387028E+00,3.29086592154183432971E-03
3.94500009999971562695E+01,1.74324585685942468737E+01,1.83316587851129149240E-02,-3.10189163603006081524E-03,3.12214661268696979713E+00,3.29065776088085719696E-03
3.94650009999971712708E+01,1.74330071225815166017E+01,1.82386048774127467060E-02,-3.10170236775577892423E-03,3.12224532931091040963E+00,3.29045067382780607890E-03
3.94800009999971862722E+01,1.74335528850365763711E+01,1.81455566330553992299E-02,-3.10151407982064774982E-03,3.12234403973833844954E+00,3.29024466001745397775E-03
3.94950009999972012735E+01,1.74340958561288849812E+01,1.80525140226355526164E-02,-3.10132677190130247534E-03,3.12244274400144572012E+00,3.29003971908652514772E-03
3.95100009999972162748E+01,1.74346360360270198030E+01,1.79594770167575620828E-02,-3.10114044367611132752E-03,3.12254144213241320843E+00,3.28983585067369310911E-03
3.95250009999972312762E+01,1.74351734248986762615E+01,1.78664455860354054424E-02,-3.10095509482517451298E-03,3.12264013416341105816E+00,3.28963305441957941087E-03
3.95400009999972462775E+01,1.74357080229106683120E+01,1.77734197010926320398E-02,-3.10077072503032282263E-03,3.12273882012659868292E+00,3.28943132996675202518E-03
3.95550009999972612788E+01,1.74362398302289289594E+01,1.76803993325623098221E-02,-3.10058733397511622635E-03,3.12283750005412473797E+00,3.28923067695972373413E-03
3.95700009999972762802E+01,1.74367688470185101882E+01,1.75873844510869744858E-02,-3.10040492134484267344E-03,3.12293617397812730847E+00,3.28903109504495074753E-03
3.95850009999972912815E+01,1.74372950734435833726E+01,1.74943750273185769547E-02,-3.10022348682651674434E-03,3.12303484193073388692E+00,3.28883258387083114715E-03
3.96000009999973062828E+01,1.74378185096674396780E+01,1.74013710319184317034E-02,-3.10004303010887830213E-03,3.12313350394406144366E+00,3.28863514308770334043E-03
3.96150009999973212842E+01,1.74383391558524906972E+01,1.73083724355571653480E-02,-3.09986355088239107590E-03,3.12323216005021648406E+00,3.28843877234784443739E-03
3.96300009999973362855E+01,1.74388570121602667247E+01,1.72153792089146648515E-02,-3.09968504883924206421E-03,3.12333081028129514009E+00,3.28824347130546952364E-03
3.96450009999973512868E+01,1.74393720787514201944E+01,1.71223913226800255278E-02,-3.09950752367333916318E-03,3.12342945466938313342E+00,3.28804923961672899434E-03
3.96600009999973662882E+01,1.74398843557857238379E+01,1.70294087475514994964E-02,-3.09933097508031062547E-03,3.12352809324655595366E+00,3.28785607693970788762E-03
3.96750009999973812895E+01,1.74403938434220713571E+01,1.69364314542364447793E-02,-3.09915540275750365503E-03,3.12362672604487886228E+00,3.28766398293442427855E-03
3.96900009999973962908E+01,1.74409005418184778688E+01,1.68434594134512726391E-02,-3.09898080640398309209E-03,3.12372535309640691906E+00,3.28747295726282776449E-03
3.97050009999974112922E+01,1.74414044511320802631E+01,1.67504925959213972582E-02,-3.09880718572053012970E-03,3.12382397443318509831E+00,3.28728299958879799459E-03
3.97200009999974262935E+01,1.74419055715191371105E+01,1.66575309723811829473E-02,-3.09863454040964119437E-03,3.12392259008724835481E+00,3.28709410957814337368E-03
3.97350009999974412948E+01,1.74424039031350294107E+01,1.65645745135738938191E-02,-3.09846287017552654846E-03,3.12402120009062150732E+00,3.28690628689859946002E-03
3.97500009999974562962E+01,1.74428994461342602839E+01,1.64716231902516420721E-02,-3.09829217472410925489E-03,3.12411980447531957583E+00,3.28671953121982776662E-03
3.97650009999974712975E+01,1.74433922006704557172E+01,1.63786769731753362609E-02,-3.09812245376302379228E-03,3.12421840327334764424E+00,3.28653384221341417514E-03
3.97800009999974862988E+01,1.74438821668963646438E+01,1.62857358331146304145E-02,-3.09795370700161490314E-03,3.12431699651670100265E+00,3.28634921955286760793E-03
3.97950009999975013002E+01,1.74443693449638591864E+01,1.61927997408478727977E-02,-3.09778593415093639450E-03,3.12441558423736512264E+00,3.28616566291361864656E-03
3.98100009999975163015E+01,1.74448537350239349323E+01,1.60998686671620539476E-02,-3.09761913492374993345E-03,3.12451416646731584608E+00,3.28598317197301814519E-03
3.98250009999975313028E+01,1.74453353372267113298E+01,1.60069425828527562865E-02,-3.09745330903452380470E-03,3.12461274323851926184E+00,3.28580174641033580822E-03
3.98400009999975463042E+01,1.74458141517214316858E+01,1.59140214587241023925E-02,-3.09728845619943182009E-03,3.12471131458293195854E+00,3.28562138590675892459E-03
3.98550009999975613055E+01,1.74462901786564633985E+01,1.58211052655887043428E-02,-3.09712457613635214454E-03,3.12480988053250092616E+00,3.28544209014539102017E-03
3.98700009999975763068E+01,1.74467634181792987727E+01,1.57281939742676119134E-02,-3.09696166856486593620E-03,3.12490844111916371280E+00,3.28526385881125030111E-03
3.98850009999975913082E+01,1.74472338704365546834E+01,1.56352875555902625781E-02,-3.09679973320625638225E-03,3.12500699637484844287E+00,3.28508669159126853871E-03
3.99000009999976063095E+01,1.74477015355739729884E+01,1.55423859803944291520E-02,-3.09663876978350749278E-03,3.12510554633147384835E+00,3.28491058817428967652E-03
3.99150009999976213108E+01,1.74481664137364208614E+01,1.54494892195261696960E-02,-3.09647877802130291831E-03,3.12520409102094939716E+00,3.28473554825106847885E-03
3.99300009999976363122E+01,1.74486285050678907732E+01,1.53565972438397762387E-02,-3.09631975764602490517E-03,3.12530263047517527686E+00,3.28456157151426931825E-03
3.99450009999976513135E+01,1.74490878097115012547E+01,1.52637100241977238492E-02,-3.09616170838575298029E-03,3.12540116472604251959E+00,3.28438865765846467609E-03
3.99600009999976663148E+01,1.74495443278094966369E+01,1.51708275314706199487E-02,-3.09600462997026300213E-03,3.12549969380543295368E+00,3.28421680638013403776E-03
3.99750009999976813162E+01,1.74499980595032476022E+01,1.50779497365371530805E-02,-3.09584852213102593006E-03,3.12559821774521939884E+00,3.28404601737766248643E-03
3.99900009999976963175E+01,1.74504490049332511969E+01,1.49850766102840422077E-02,-3.09569338460120679681E-03,3.12569673657726563535E+00,3.28387629035133951231E-03
4.00050009999977113188E+01,1.74508971642391311728E+01,1.48922081236059860243E-02,-3.09553921711566356468E-03,3.12579525033342648212E+00,3.28370762500335770186E-03
4.00200009999977263202E+01,1.74513425375596385042E+01,1.47993442474056121969E-02,-3.09538601941094593528E-03,3.12589375904554781340E+00,3.28354002103781137030E-03
4.00350009999977413215E+01,1.74517851250326510928E+01,1.47064849525934262284E-02,-3.09523379122529443919E-03,3.12599226274546670274E+00,3.28337347816069550761E-03
4.00500009999977563228E+01,1.74522249267951742695E+01,1.46136302100877615176E-02,-3.09508253229863926279E-03,3.12609076146501144188E+00,3.28320799607990443247E-03
4.00650009999977713242E+01,1.74526619429833411284E+01,1.45207799908147278871E-02,-3.09493224237259913783E-03,3.12618925523600153663E+00,3.28304357450523051592E-03
4.00800009999977863255E+01,1.74530961737324127638E+01,1.44279342657081613782E-02,-3.09478292119048026992E-03,3.12628774409024783498E+00,3.28288021314836295048E-03
4.00950009999978013268E+01,1.74535276191767785188E+01,1.43350930057095736238E-02,-3.09463456849727527339E-03,3.12638622805955255536E+00,3.28271791172288652187E-03
4.01100009999978163282E+01,1.74539562794499552509E+01,1.42422561817681009687E-02,-3.09448718403966244515E-03,3.12648470717570941689E+00,3.28255666994428075760E-03
4.01250009999978313295E+01,1.74543821546845894510E+01,1.41494237648404544199E-02,-3.09434076756600406854E-03,3.12658318147050355812E+00,3.28239648752991801265E-03
4.01400009999978463308E+01,1.74548052450124557538E+01,1.40565957258908686770E-02,-3.09419531882634596248E-03,3.12668165097571169550E+00,3.28223736419906291678E-03
4.01550009999978613322E+01,1.74552255505644583044E+01,1.39637720358910520625E-02,-3.09405083757241605675E-03,3.12678011572310214031E+00,3.28207929967287075583E-03
4.01700009999978763335E+01,1.74556430714706300768E+01,1.38709526658201353608E-02,-3.09390732355762367777E-03,3.12687857574443487741E+00,3.28192229367438663385E-03
4.01850009999978913348E+01,1.74560578078601338573E+01,1.37781375866646222851E-02,-3.09376477653705826590E-03,3.12697703107146161611E+00,3.28176634592854401358E-03
4.02000009999979063362E+01,1.74564697598612620279E+01,1.36853267694183388042E-02,-3.09362319626748851391E-03,3.12707548173592581693E+00,3.28161145616216371598E-03
4.02150009999979213375E+01,1.74568789276014367882E+01,1.35925201850823820926E-02,-3.09348258250736136418E-03,3.12717392776956279866E+00,3.28145762410395276502E-03
4.02300009999979363388E+01,1.74572853112072106894E+01,1.34997178046650712555E-02,-3.09334293501680089941E-03,3.12727236920409974947E+00,3.28130484948450311950E-03
4.02450009999979513402E+01,1.74576889108042663766E+01,1.34069195991818964084E-02,-3.09320425355760751563E-03,3.12737080607125582181E+00,3.28115313203629071335E-03
4.02600009999979663415E+01,1.74580897265174172783E+01,1.33141255396554683580E-02,-3.09306653789325677767E-03,3.12746923840274216764E+00,3.28100247149367414461E-03
4.02750009999979813428E+01,1.74584877584706074042E+01,1.32213355971154687387E-02,-3.09292978778889858230E-03,3.12756766623026204090E+00,3.28085286759289370859E-03
4.02900009999979963442E+01,1.74588830067869121478E+01,1.31285497425985994447E-02,-3.09279400301135598699E-03,3.12766608958551067202E+00,3.28070432007207006080E-03
4.03050009999980113455E+01,1.74592754715885378012E+01,1.30357679471485326636E-02,-3.09265918332912448823E-03,3.12776450850017559684E+00,3.28055682867120337140E-03
4.03200009999980263468E+01,1.74596651529968219900E+01,1.29429901818158605560E-02,-3.09252532851237098731E-03,3.12786292300593652023E+00,3.28041039313217214103E-03
4.03350009999980413482E+01,1.74600520511322342670E+01,1.28502164176580453396E-02,-3.09239243833293270718E-03,3.12796133313446548716E+00,3.28026501319873196589E-03
4.03500009999980563495E+01,1.74604361661143756522E+01,1.27574466257393690232E-02,-3.09226051256431648431E-03,3.12805973891742681268E+00,3.28012068861651470399E-03
4.03650009999980713508E+01,1.74608174980619795160E+01,1.26646807771308833509E-02,-3.09212955098169759855E-03,3.12815814038647724326E+00,3.27997741913302714641E-03
4.03800009999980863522E+01,1.74611960470929112859E+01,1.25719188429103597892E-02,-3.09199955336191901607E-03,3.12825653757326600356E+00,3.27983520449765013636E-03
4.03950009999981013535E+01,1.74615718133241688576E+01,1.24791607941622395406E-02,-3.09187051948349040043E-03,3.12835493050943478570E+00,3.27969404446163743372E-03
4.04100009999981163548E+01,1.74619447968718827444E+01,1.23864066019775836093E-02,-3.09174244912658721161E-03,3.12845331922661785301E+00,3.27955393877811468087E-03
4.04250009999981313562E+01,1.74623149978513163161E+01,1.22936562374540225483E-02,-3.09161534207304979114E-03,3.12855170375644211947E+00,3.27941488720207834764E-03
4.04400009999981463575E+01,1.74626824163768660427E+01,1.22009096716957069715E-02,-3.09148919810638244376E-03,3.12865008413052714752E+00,3.27927688949039467913E-03
4.04550009999981613588E+01,1.74630470525620614848E+01,1.21081668758132572181E-02,-3.09136401701175261620E-03,3.12874846038048523827E+00,3.27913994540179874575E-03
4.04700009999981763602E+01,1.74634089065195654347E+01,1.20154278209237139213E-02,-3.09123979857599003151E-03,3.12884683253792150455E+00,3.27900405469689344520E-03
4.04850009999981913615E+01,1.74637679783611750386E+01,1.19226924781504875970E-02,-3.09111654258758548947E-03,3.12894520063443387918E+00,3.27886921713814814320E-03
